Description,Nutrient Name,Published Date,Unit Name,Value
Blueberries,Theobromine,4/1/2020,MG,0
Blueberries,"Sugars, total including NLEA",4/1/2020,G,9.96
Blueberries,"Fiber, total dietary",4/1/2020,G,2.4
Blueberries,"Calcium, Ca",4/1/2020,MG,6
Blueberries,"Iron, Fe",4/1/2020,MG,0.28
Blueberries,"Magnesium, Mg",4/1/2020,MG,6
Blueberries,"Phosphorus, P",4/1/2020,MG,12
Blueberries,"Potassium, K",4/1/2020,MG,77
Blueberries,"Sodium, Na",4/1/2020,MG,1
Blueberries,"Zinc, Zn",4/1/2020,MG,0.16
Blueberries,"Copper, Cu",4/1/2020,MG,0.057
Blueberries,"Selenium, Se",4/1/2020,UG,0.1
Blueberries,Retinol,4/1/2020,UG,0
Blueberries,"Vitamin A, RAE",4/1/2020,UG,3
Blueberries,"Carotene, beta",4/1/2020,UG,32
Blueberries,"Carotene, alpha",4/1/2020,UG,0
Blueberries,Vitamin E (alpha-tocopherol),4/1/2020,MG,0.57
Blueberries,Vitamin D (D2 + D3),4/1/2020,UG,0
Blueberries,"Cryptoxanthin, beta",4/1/2020,UG,0
Blueberries,Lycopene,4/1/2020,UG,0
Blueberries,Lutein + zeaxanthin,4/1/2020,UG,80
Blueberries,"Vitamin C, total ascorbic acid",4/1/2020,MG,9.7
Blueberries,Thiamin,4/1/2020,MG,0.037
Blueberries,Riboflavin,4/1/2020,MG,0.041
Blueberries,Niacin,4/1/2020,MG,0.418
Blueberries,Vitamin B-6,4/1/2020,MG,0.052
Blueberries,"Folate, total",4/1/2020,UG,6
Blueberries,Vitamin B-12,4/1/2020,UG,0
Blueberries,"Choline, total",4/1/2020,MG,6
Blueberries,Vitamin K (phylloquinone),4/1/2020,UG,19.3
Blueberries,Folic acid,4/1/2020,UG,0
Blueberries,"Folate, food",4/1/2020,UG,6
Blueberries,"Folate, DFE",4/1/2020,UG,6
Blueberries,"Vitamin E, added",4/1/2020,MG,0
Blueberries,"Vitamin B-12, added",4/1/2020,UG,0
Blueberries,Cholesterol,4/1/2020,MG,0
Blueberries,"Fatty acids, total saturated",4/1/2020,G,0.028
Blueberries,"Fatty acids, total monounsaturated",4/1/2020,G,0.047
Blueberries,"Fatty acids, total polyunsaturated",4/1/2020,G,0.146
Blueberries,Folic acid,4/1/2019,UG,0
Blueberries,"Vitamin D (D2 + D3), International Units",4/1/2019,IU,0
Blueberries,"Potassium, K",4/1/2019,MG,77
Blueberries,"Sodium, Na",4/1/2019,MG,1
Blueberries,"Vitamin C, total ascorbic acid",4/1/2019,MG,9.7
Blueberries,"Choline, total",4/1/2019,MG,6
Blueberries,Betaine,4/1/2019,MG,0.2
Blueberries,Retinol,4/1/2019,UG,0
Blueberries,"Alcohol, ethyl",4/1/2019,G,0
Blueberries,Energy,4/1/2019,kJ,240
Blueberries,"Folate, food",4/1/2019,UG,6
Blueberries,"Folate, DFE",4/1/2019,UG,6
Blueberries,"Carbohydrate, by difference",4/1/2019,G,14.49
Blueberries,Energy,4/1/2019,KCAL,57
Blueberries,"Fatty acids, total trans",4/1/2019,G,0
Blueberries,Cholesterol,4/1/2019,MG,0
Blueberries,Vitamin B-12,4/1/2019,UG,0
Blueberries,"Fatty acids, total monounsaturated",4/1/2019,G,0.047
Blueberries,"Fatty acids, total polyunsaturated",4/1/2019,G,0.146
Blueberries,Isoleucine,4/1/2019,G,0.023
Blueberries,Leucine,4/1/2019,G,0.044
Blueberries,Lysine,4/1/2019,G,0.013
Blueberries,Cystine,4/1/2019,G,0.008
Blueberries,Valine,4/1/2019,G,0.031
Blueberries,Arginine,4/1/2019,G,0.037
Blueberries,Histidine,4/1/2019,G,0.011
Blueberries,Aspartic acid,4/1/2019,G,0.057
Blueberries,Serine,4/1/2019,G,0.022
Blueberries,"Zinc, Zn",4/1/2019,MG,0.16
Blueberries,"Selenium, Se",4/1/2019,UG,0.1
Blueberries,Vitamin E (alpha-tocopherol),4/1/2019,MG,0.57
Blueberries,Lutein + zeaxanthin,4/1/2019,UG,80
Blueberries,"Tocopherol, beta",4/1/2019,MG,0.01
Blueberries,"Tocopherol, gamma",4/1/2019,MG,0.36
Blueberries,"Tocotrienol, alpha",4/1/2019,MG,0
Blueberries,"Tocotrienol, beta",4/1/2019,MG,0
Blueberries,Niacin,4/1/2019,MG,0.418
Blueberries,Pantothenic acid,4/1/2019,MG,0.124
Blueberries,Vitamin B-6,4/1/2019,MG,0.052
Blueberries,"Sugars, total including NLEA",4/1/2019,G,9.96
Blueberries,"Calcium, Ca",4/1/2019,MG,6
Blueberries,Sucrose,4/1/2019,G,0.11
Blueberries,Glucose (dextrose),4/1/2019,G,4.88
Blueberries,Maltose,4/1/2019,G,0
Blueberries,Water,4/1/2019,G,84.21
Blueberries,Total lipid (fat),4/1/2019,G,0.33
Blueberries,"Fatty acids, total saturated",4/1/2019,G,0.028
Blueberries,Vitamin K (Dihydrophylloquinone),4/1/2019,UG,0
Blueberries,Vitamin K (phylloquinone),4/1/2019,UG,19.3
Blueberries,Thiamin,4/1/2019,MG,0.037
Blueberries,Riboflavin,4/1/2019,MG,0.041
Blueberries,"Folate, total",4/1/2019,UG,6
Blueberries,Tryptophan,4/1/2019,G,0.003
Blueberries,Threonine,4/1/2019,G,0.02
Blueberries,Methionine,4/1/2019,G,0.012
Blueberries,Phenylalanine,4/1/2019,G,0.026
Blueberries,Tyrosine,4/1/2019,G,0.009
Blueberries,Alanine,4/1/2019,G,0.031
Blueberries,Glutamic acid,4/1/2019,G,0.091
Blueberries,Glycine,4/1/2019,G,0.031
Blueberries,Proline,4/1/2019,G,0.028
Blueberries,Galactose,4/1/2019,G,0
Blueberries,"Fiber, total dietary",4/1/2019,G,2.4
Blueberries,"Iron, Fe",4/1/2019,MG,0.28
Blueberries,"Magnesium, Mg",4/1/2019,MG,6
Blueberries,"Phosphorus, P",4/1/2019,MG,12
Blueberries,"Copper, Cu",4/1/2019,MG,0.057
Blueberries,"Manganese, Mn",4/1/2019,MG,0.336
Blueberries,"Vitamin A, IU",4/1/2019,IU,54
Blueberries,"Vitamin A, RAE",4/1/2019,UG,3
Blueberries,"Carotene, beta",4/1/2019,UG,32
Blueberries,"Carotene, alpha",4/1/2019,UG,0
Blueberries,"Cryptoxanthin, beta",4/1/2019,UG,0
Blueberries,Lycopene,4/1/2019,UG,0
Blueberries,"Tocopherol, delta",4/1/2019,MG,0.03
Blueberries,"Tocotrienol, gamma",4/1/2019,MG,0.07
Blueberries,"Tocotrienol, delta",4/1/2019,MG,0
Blueberries,Protein,4/1/2019,G,0.74
Blueberries,Ash,4/1/2019,G,0.24
Blueberries,Starch,4/1/2019,G,0.03
Blueberries,Fructose,4/1/2019,G,4.97
Blueberries,Lactose,4/1/2019,G,0
Blueberries,"Vitamin B-12, added",4/1/2019,UG,0
Blueberries,"Vitamin E, added",4/1/2019,MG,0
Blueberries,Caffeine,4/1/2019,MG,0
Blueberries,Theobromine,4/1/2019,MG,0
Blueberries,Vitamin D (D2 + D3),4/1/2019,UG,0
Borage,Energy,4/1/2019,kJ,88
Borage,Folic acid,4/1/2019,UG,0
Borage,"Folate, DFE",4/1/2019,UG,13
Borage,"Vitamin D (D2 + D3), International Units",4/1/2019,IU,0
Borage,Retinol,4/1/2019,UG,0
Borage,"Vitamin A, RAE",4/1/2019,UG,210
Borage,"Fatty acids, total trans",4/1/2019,G,0
Borage,Niacin,4/1/2019,MG,0.9
Borage,Pantothenic acid,4/1/2019,MG,0.041
Borage,Vitamin B-6,4/1/2019,MG,0.084
Borage,"Fatty acids, total monounsaturated",4/1/2019,G,0.211
Borage,"Fatty acids, total polyunsaturated",4/1/2019,G,0.109
Borage,Total lipid (fat),4/1/2019,G,0.7
Borage,"Carbohydrate, by difference",4/1/2019,G,3.06
Borage,Energy,4/1/2019,KCAL,21
Borage,Water,4/1/2019,G,93
Borage,"Calcium, Ca",4/1/2019,MG,93
Borage,"Potassium, K",4/1/2019,MG,470
Borage,"Zinc, Zn",4/1/2019,MG,0.2
Borage,Protein,4/1/2019,G,1.8
Borage,Ash,4/1/2019,G,1.44
Borage,"Vitamin C, total ascorbic acid",4/1/2019,MG,35
Borage,Thiamin,4/1/2019,MG,0.06
Borage,Riboflavin,4/1/2019,MG,0.15
Borage,"Folate, total",4/1/2019,UG,13
Borage,Vitamin B-12,4/1/2019,UG,0
Borage,"Iron, Fe",4/1/2019,MG,3.3
Borage,"Magnesium, Mg",4/1/2019,MG,52
Borage,"Phosphorus, P",4/1/2019,MG,53
Borage,"Sodium, Na",4/1/2019,MG,80
Borage,"Copper, Cu",4/1/2019,MG,0.13
Borage,"Manganese, Mn",4/1/2019,MG,0.349
Borage,"Vitamin A, IU",4/1/2019,IU,4200
Borage,"Fatty acids, total saturated",4/1/2019,G,0.17
Borage,Cholesterol,4/1/2019,MG,0
Borage,Vitamin D (D2 + D3),4/1/2019,UG,0
Borage,"Folate, food",4/1/2019,UG,13
Borage,"Selenium, Se",4/1/2019,UG,0.9
Boysenberries,Protein,4/1/2020,G,1.39
Boysenberries,Total lipid (fat),4/1/2020,G,0.49
Boysenberries,"Carbohydrate, by difference",4/1/2020,G,9.61
Boysenberries,Energy,4/1/2020,KCAL,43
Boysenberries,"Alcohol, ethyl",4/1/2020,G,0
Boysenberries,Water,4/1/2020,G,88.15
Boysenberries,Caffeine,4/1/2020,MG,0
Boysenberries,Theobromine,4/1/2020,MG,0
Boysenberries,"Sugars, total including NLEA",4/1/2020,G,4.88
Boysenberries,"Fiber, total dietary",4/1/2020,G,5.3
Boysenberries,"Calcium, Ca",4/1/2020,MG,29
Boysenberries,"Iron, Fe",4/1/2020,MG,0.62
Boysenberries,"Magnesium, Mg",4/1/2020,MG,20
Boysenberries,"Phosphorus, P",4/1/2020,MG,22
Boysenberries,"Potassium, K",4/1/2020,MG,162
Boysenberries,"Sodium, Na",4/1/2020,MG,1
Boysenberries,"Zinc, Zn",4/1/2020,MG,0.53
Boysenberries,"Copper, Cu",4/1/2020,MG,0.165
Boysenberries,"Selenium, Se",4/1/2020,UG,0.4
Boysenberries,Retinol,4/1/2020,UG,0
Boysenberries,"Vitamin A, RAE",4/1/2020,UG,11
Boysenberries,"Carotene, beta",4/1/2020,UG,128
Boysenberries,"Carotene, alpha",4/1/2020,UG,0
Boysenberries,Vitamin E (alpha-tocopherol),4/1/2020,MG,1.17
Boysenberries,Vitamin D (D2 + D3),4/1/2020,UG,0
Boysenberries,"Cryptoxanthin, beta",4/1/2020,UG,0
Boysenberries,Lycopene,4/1/2020,UG,0
Boysenberries,Lutein + zeaxanthin,4/1/2020,UG,118
Boysenberries,"Vitamin C, total ascorbic acid",4/1/2020,MG,21
Boysenberries,Thiamin,4/1/2020,MG,0.02
Boysenberries,Riboflavin,4/1/2020,MG,0.026
Boysenberries,Niacin,4/1/2020,MG,0.646
Boysenberries,Vitamin B-6,4/1/2020,MG,0.03
Boysenberries,"Folate, total",4/1/2020,UG,25
Boysenberries,Vitamin B-12,4/1/2020,UG,0
Boysenberries,"Choline, total",4/1/2020,MG,8.5
Boysenberries,Vitamin K (phylloquinone),4/1/2020,UG,19.8
Boysenberries,Folic acid,4/1/2020,UG,0
Boysenberries,"Folate, food",4/1/2020,UG,25
Boysenberries,"Folate, DFE",4/1/2020,UG,25
Boysenberries,"Vitamin E, added",4/1/2020,MG,0
Boysenberries,"Vitamin B-12, added",4/1/2020,UG,0
Boysenberries,Cholesterol,4/1/2020,MG,0
Boysenberries,"Fatty acids, total saturated",4/1/2020,G,0.014
Boysenberries,"Fatty acids, total monounsaturated",4/1/2020,G,0.047
Boysenberries,"Fatty acids, total polyunsaturated",4/1/2020,G,0.28
Breadfruit,Folic acid,4/1/2019,UG,0
Breadfruit,"Choline, total",4/1/2019,MG,9.8
Breadfruit,"Folate, DFE",4/1/2019,UG,14
Breadfruit,"Folate, food",4/1/2019,UG,14
Breadfruit,Energy,4/1/2019,kJ,431
Breadfruit,"Fatty acids, total monounsaturated",4/1/2019,G,0.034
Breadfruit,"Fatty acids, total polyunsaturated",4/1/2019,G,0.066
Breadfruit,"Fatty acids, total saturated",4/1/2019,G,0.048
Breadfruit,"Vitamin D (D2 + D3), International Units",4/1/2019,IU,0
Breadfruit,Vitamin K (phylloquinone),4/1/2019,UG,0.5
Breadfruit,"Cryptoxanthin, beta",4/1/2019,UG,0
Breadfruit,Lycopene,4/1/2019,UG,0
Breadfruit,"Vitamin A, IU",4/1/2019,IU,0
Breadfruit,"Vitamin A, RAE",4/1/2019,UG,0
Breadfruit,"Carotene, beta",4/1/2019,UG,0
Breadfruit,"Carotene, alpha",4/1/2019,UG,0
Breadfruit,Vitamin E (alpha-tocopherol),4/1/2019,MG,0.1
Breadfruit,"Sugars, total including NLEA",4/1/2019,G,11
Breadfruit,Lutein + zeaxanthin,4/1/2019,UG,22
Breadfruit,"Alcohol, ethyl",4/1/2019,G,0
Breadfruit,"Folate, total",4/1/2019,UG,14
Breadfruit,Vitamin B-6,4/1/2019,MG,0.1
Breadfruit,Retinol,4/1/2019,UG,0
Breadfruit,"Fatty acids, total trans",4/1/2019,G,0
Breadfruit,Niacin,4/1/2019,MG,0.9
Breadfruit,Pantothenic acid,4/1/2019,MG,0.457
Breadfruit,"Calcium, Ca",4/1/2019,MG,17
Breadfruit,"Potassium, K",4/1/2019,MG,490
Breadfruit,"Zinc, Zn",4/1/2019,MG,0.12
Breadfruit,Isoleucine,4/1/2019,G,0.064
Breadfruit,Leucine,4/1/2019,G,0.065
Breadfruit,Lysine,4/1/2019,G,0.037
Breadfruit,Cystine,4/1/2019,G,0.009
Breadfruit,Valine,4/1/2019,G,0.047
Breadfruit,Total lipid (fat),4/1/2019,G,0.23
Breadfruit,"Carbohydrate, by difference",4/1/2019,G,27.12
Breadfruit,Energy,4/1/2019,KCAL,103
Breadfruit,Water,4/1/2019,G,70.65
Breadfruit,Vitamin B-12,4/1/2019,UG,0
Breadfruit,Threonine,4/1/2019,G,0.052
Breadfruit,Methionine,4/1/2019,G,0.01
Breadfruit,Phenylalanine,4/1/2019,G,0.026
Breadfruit,Tyrosine,4/1/2019,G,0.019
Breadfruit,Cholesterol,4/1/2019,MG,0
Breadfruit,"Vitamin C, total ascorbic acid",4/1/2019,MG,29
Breadfruit,Thiamin,4/1/2019,MG,0.11
Breadfruit,Riboflavin,4/1/2019,MG,0.03
Breadfruit,"Fiber, total dietary",4/1/2019,G,4.9
Breadfruit,"Iron, Fe",4/1/2019,MG,0.54
Breadfruit,"Magnesium, Mg",4/1/2019,MG,25
Breadfruit,"Phosphorus, P",4/1/2019,MG,30
Breadfruit,"Sodium, Na",4/1/2019,MG,2
Breadfruit,"Copper, Cu",4/1/2019,MG,0.084
Breadfruit,"Manganese, Mn",4/1/2019,MG,0.06
Breadfruit,Protein,4/1/2019,G,1.07
Breadfruit,Ash,4/1/2019,G,0.93
Breadfruit,Caffeine,4/1/2019,MG,0
Breadfruit,Theobromine,4/1/2019,MG,0
Breadfruit,"Vitamin E, added",4/1/2019,MG,0
Breadfruit,"Vitamin B-12, added",4/1/2019,UG,0
Breadfruit,Vitamin D (D2 + D3),4/1/2019,UG,0
Breadfruit,"Selenium, Se",4/1/2019,UG,0.6
Broccoflower,Protein,4/1/2020,G,2.95
Broccoflower,Total lipid (fat),4/1/2020,G,0.3
Broccoflower,"Carbohydrate, by difference",4/1/2020,G,6.09
Broccoflower,Energy,4/1/2020,KCAL,31
Broccoflower,"Alcohol, ethyl",4/1/2020,G,0
Broccoflower,Water,4/1/2020,G,89.79
Broccoflower,Caffeine,4/1/2020,MG,0
Broccoflower,Theobromine,4/1/2020,MG,0
Broccoflower,"Sugars, total including NLEA",4/1/2020,G,3.03
Broccoflower,"Fiber, total dietary",4/1/2020,G,3.2
Broccoflower,"Calcium, Ca",4/1/2020,MG,33
Broccoflower,"Iron, Fe",4/1/2020,MG,0.73
Broccoflower,"Magnesium, Mg",4/1/2020,MG,20
Broccoflower,"Phosphorus, P",4/1/2020,MG,62
Broccoflower,"Potassium, K",4/1/2020,MG,300
Broccoflower,"Sodium, Na",4/1/2020,MG,23
Broccoflower,"Zinc, Zn",4/1/2020,MG,0.64
Broccoflower,"Copper, Cu",4/1/2020,MG,0.041
Broccoflower,"Selenium, Se",4/1/2020,UG,0.6
Broccoflower,Retinol,4/1/2020,UG,0
Broccoflower,"Vitamin A, RAE",4/1/2020,UG,8
Broccoflower,"Carotene, beta",4/1/2020,UG,93
Broccoflower,"Carotene, alpha",4/1/2020,UG,0
Broccoflower,Vitamin E (alpha-tocopherol),4/1/2020,MG,0.04
Broccoflower,Vitamin D (D2 + D3),4/1/2020,UG,0
Broccoflower,"Cryptoxanthin, beta",4/1/2020,UG,0
Broccoflower,Lycopene,4/1/2020,UG,0
Broccoflower,Lutein + zeaxanthin,4/1/2020,UG,42
Broccoflower,"Vitamin C, total ascorbic acid",4/1/2020,MG,88.1
Broccoflower,Thiamin,4/1/2020,MG,0.08
Broccoflower,Riboflavin,4/1/2020,MG,0.102
Broccoflower,Niacin,4/1/2020,MG,0.734
Broccoflower,Vitamin B-6,4/1/2020,MG,0.222
Broccoflower,"Folate, total",4/1/2020,UG,57
Broccoflower,Vitamin B-12,4/1/2020,UG,0
Broccoflower,"Choline, total",4/1/2020,MG,57.1
Broccoflower,Vitamin K (phylloquinone),4/1/2020,UG,20.2
Broccoflower,Folic acid,4/1/2020,UG,0
Broccoflower,"Folate, food",4/1/2020,UG,57
Broccoflower,"Folate, DFE",4/1/2020,UG,57
Broccoflower,"Vitamin E, added",4/1/2020,MG,0
Broccoflower,"Vitamin B-12, added",4/1/2020,UG,0
Broccoflower,Cholesterol,4/1/2020,MG,0
Broccoflower,"Fatty acids, total saturated",4/1/2020,G,0.047
Broccoflower,"Fatty acids, total monounsaturated",4/1/2020,G,0.028
Broccoflower,"Fatty acids, total polyunsaturated",4/1/2020,G,0.133
Broccoli,Protein,4/1/2020,G,2.82
Broccoli,Total lipid (fat),4/1/2020,G,0.37
Broccoli,"Carbohydrate, by difference",4/1/2020,G,6.64
Broccoli,Energy,4/1/2020,KCAL,34
Broccoli,"Alcohol, ethyl",4/1/2020,G,0
Broccoli,Water,4/1/2020,G,89.3
Broccoli,Caffeine,4/1/2020,MG,0
Broccoli,Theobromine,4/1/2020,MG,0
Broccoli,"Sugars, total including NLEA",4/1/2020,G,1.7
Broccoli,"Fiber, total dietary",4/1/2020,G,2.6
Broccoli,"Calcium, Ca",4/1/2020,MG,47
Broccoli,"Iron, Fe",4/1/2020,MG,0.73
Broccoli,"Magnesium, Mg",4/1/2020,MG,21
Broccoli,"Phosphorus, P",4/1/2020,MG,66
Broccoli,"Potassium, K",4/1/2020,MG,316
Broccoli,"Sodium, Na",4/1/2020,MG,33
Broccoli,"Zinc, Zn",4/1/2020,MG,0.41
Broccoli,"Copper, Cu",4/1/2020,MG,0.049
Broccoli,"Selenium, Se",4/1/2020,UG,2.5
Broccoli,Retinol,4/1/2020,UG,0
Broccoli,"Vitamin A, RAE",4/1/2020,UG,31
Broccoli,"Carotene, beta",4/1/2020,UG,361
Broccoli,"Carotene, alpha",4/1/2020,UG,25
Broccoli,Vitamin E (alpha-tocopherol),4/1/2020,MG,0.78
Broccoli,Vitamin D (D2 + D3),4/1/2020,UG,0
Broccoli,"Cryptoxanthin, beta",4/1/2020,UG,1
Broccoli,Lycopene,4/1/2020,UG,0
Broccoli,Lutein + zeaxanthin,4/1/2020,UG,1403
Broccoli,"Vitamin C, total ascorbic acid",4/1/2020,MG,89.2
Broccoli,Thiamin,4/1/2020,MG,0.071
Broccoli,Riboflavin,4/1/2020,MG,0.117
Broccoli,Niacin,4/1/2020,MG,0.639
Broccoli,Vitamin B-6,4/1/2020,MG,0.175
Broccoli,"Folate, total",4/1/2020,UG,63
Broccoli,Vitamin B-12,4/1/2020,UG,0
Broccoli,"Choline, total",4/1/2020,MG,18.7
Broccoli,Vitamin K (phylloquinone),4/1/2020,UG,101.6
Broccoli,Folic acid,4/1/2020,UG,0
Broccoli,"Folate, food",4/1/2020,UG,63
Broccoli,"Folate, DFE",4/1/2020,UG,63
Broccoli,"Vitamin E, added",4/1/2020,MG,0
Broccoli,"Vitamin B-12, added",4/1/2020,UG,0
Broccoli,Cholesterol,4/1/2020,MG,0
Broccoli,"Fatty acids, total saturated",4/1/2020,G,0.039
Broccoli,"Fatty acids, total monounsaturated",4/1/2020,G,0.011
Broccoli,"Fatty acids, total polyunsaturated",4/1/2020,G,0.038
Broccoli,"Fatty acids, total monounsaturated",12/16/2019,G,0.011
Broccoli,"Fatty acids, total polyunsaturated",12/16/2019,G,0.017
Broccoli,"Fatty acids, total saturated",12/16/2019,G,0.039
Broccoli,Energy,12/16/2019,kJ,132
Broccoli,Starch,12/16/2019,G,0
Broccoli,"Carbohydrate, by difference",12/16/2019,G,6.27
Broccoli,Energy,12/16/2019,KCAL,31
Broccoli,Isoleucine,12/16/2019,G,0.079
Broccoli,Leucine,12/16/2019,G,0.129
Broccoli,Lysine,12/16/2019,G,0.135
Broccoli,Cystine,12/16/2019,G,0.028
Broccoli,Valine,12/16/2019,G,0.125
Broccoli,Arginine,12/16/2019,G,0.191
Broccoli,Histidine,12/16/2019,G,0.059
Broccoli,Aspartic acid,12/16/2019,G,0.325
Broccoli,Serine,12/16/2019,G,0.121
Broccoli,Total lipid (fat),12/16/2019,G,0.34
Broccoli,Sucrose,12/16/2019,G,0.01
Broccoli,Glucose (dextrose),12/16/2019,G,0.58
Broccoli,Maltose,12/16/2019,G,0
Broccoli,Water,12/16/2019,G,90
Broccoli,"Calcium, Ca",12/16/2019,MG,46
Broccoli,"Potassium, K",12/16/2019,MG,303
Broccoli,"Zinc, Zn",12/16/2019,MG,0.42
Broccoli,"Selenium, Se",12/16/2019,UG,1.6
Broccoli,Vitamin E (alpha-tocopherol),12/16/2019,MG,0.15
Broccoli,"Tocopherol, beta",12/16/2019,MG,0
Broccoli,"Tocopherol, gamma",12/16/2019,MG,0.04
Broccoli,"Tocotrienol, alpha",12/16/2019,MG,0.01
Broccoli,"Tocotrienol, beta",12/16/2019,MG,0
Broccoli,Niacin,12/16/2019,MG,0.639
Broccoli,Pantothenic acid,12/16/2019,MG,0.61
Broccoli,Vitamin B-6,12/16/2019,MG,0.191
Broccoli,Vitamin K (Dihydrophylloquinone),12/16/2019,UG,0
Broccoli,Fructose,12/16/2019,G,0.82
Broccoli,Lactose,12/16/2019,G,0
Broccoli,Protein,12/16/2019,G,2.57
Broccoli,Ash,12/16/2019,G,0.83
Broccoli,"Carotene, alpha",12/16/2019,UG,0
Broccoli,Galactose,12/16/2019,G,0
Broccoli,"Fiber, total dietary",12/16/2019,G,2.4
Broccoli,"Iron, Fe",12/16/2019,MG,0.69
Broccoli,"Magnesium, Mg",12/16/2019,MG,21
Broccoli,"Phosphorus, P",12/16/2019,MG,67
Broccoli,"Sodium, Na",12/16/2019,MG,36
Broccoli,"Copper, Cu",12/16/2019,MG,0.059
Broccoli,"Manganese, Mn",12/16/2019,MG,0.197
Broccoli,"Tocopherol, delta",12/16/2019,MG,0
Broccoli,"Tocotrienol, gamma",12/16/2019,MG,0
Broccoli,"Tocotrienol, delta",12/16/2019,MG,0
Broccoli,"Vitamin C, total ascorbic acid",12/16/2019,MG,91.3
Broccoli,Thiamin,12/16/2019,MG,0.077
Broccoli,Riboflavin,12/16/2019,MG,0.114
Broccoli,Tryptophan,12/16/2019,G,0.033
Broccoli,Threonine,12/16/2019,G,0.088
Broccoli,Methionine,12/16/2019,G,0.038
Broccoli,Phenylalanine,12/16/2019,G,0.117
Broccoli,Tyrosine,12/16/2019,G,0.05
Broccoli,Alanine,12/16/2019,G,0.104
Broccoli,Glutamic acid,12/16/2019,G,0.542
Broccoli,Glycine,12/16/2019,G,0.089
Broccoli,Proline,12/16/2019,G,0.11
Broccoli,Vitamin K (phylloquinone),12/16/2019,UG,102
Broccoli,"Folate, total",12/16/2019,UG,65
Broccoli,"Vitamin A, RAE",12/16/2019,UG,8
Broccoli,"Cryptoxanthin, beta",12/16/2019,UG,0
Broccoli,Lycopene,12/16/2019,UG,0
Broccoli,"Carotene, beta",12/16/2019,UG,93
Broccoli,Lutein + zeaxanthin,12/16/2019,UG,745
Broccoli,"Fiber, insoluble",12/16/2019,G,2.4
Broccoli,"Fiber, soluble",12/16/2019,G,0
Broccoli,Phytoene,12/16/2019,UG,0
Broccoli,Phytofluene,12/16/2019,UG,0
Broccoli,Nitrogen,12/16/2019,G,0.41
Broccoli,"Sugars, Total NLEA",12/16/2019,G,1.4
Broccoli,"Carbohydrate, by summation",12/16/2019,G,3.8
Broccoli,Total fat (NLEA),12/16/2019,G,0.07
Broccoli,"Fatty acids, total monounsaturated",4/1/2019,G,0.031
Broccoli,"Fatty acids, total polyunsaturated",4/1/2019,G,0.112
Broccoli,"Fatty acids, total trans",4/1/2019,G,0
Broccoli,"Fatty acids, total saturated",4/1/2019,G,0.114
Broccoli,"Vitamin D (D2 + D3), International Units",4/1/2019,IU,0
Broccoli,"Alcohol, ethyl",4/1/2019,G,0
Broccoli,Energy,4/1/2019,kJ,141
Broccoli,Starch,4/1/2019,G,0
Broccoli,"Folate, food",4/1/2019,UG,63
Broccoli,Betaine,4/1/2019,MG,0.1
Broccoli,"Choline, total",4/1/2019,MG,18.7
Broccoli,"Sugars, total including NLEA",4/1/2019,G,1.7
Broccoli,"Carbohydrate, by difference",4/1/2019,G,6.64
Broccoli,Energy,4/1/2019,KCAL,34
Broccoli,Isoleucine,4/1/2019,G,0.079
Broccoli,Leucine,4/1/2019,G,0.129
Broccoli,Lysine,4/1/2019,G,0.135
Broccoli,Cystine,4/1/2019,G,0.028
Broccoli,Valine,4/1/2019,G,0.125
Broccoli,Arginine,4/1/2019,G,0.191
Broccoli,Histidine,4/1/2019,G,0.059
Broccoli,Aspartic acid,4/1/2019,G,0.325
Broccoli,Serine,4/1/2019,G,0.121
Broccoli,Total lipid (fat),4/1/2019,G,0.37
Broccoli,Sucrose,4/1/2019,G,0.1
Broccoli,Glucose (dextrose),4/1/2019,G,0.49
Broccoli,Maltose,4/1/2019,G,0.21
Broccoli,Water,4/1/2019,G,89.3
Broccoli,"Calcium, Ca",4/1/2019,MG,47
Broccoli,"Potassium, K",4/1/2019,MG,316
Broccoli,"Zinc, Zn",4/1/2019,MG,0.41
Broccoli,"Selenium, Se",4/1/2019,UG,2.5
Broccoli,Vitamin E (alpha-tocopherol),4/1/2019,MG,0.78
Broccoli,"Tocopherol, beta",4/1/2019,MG,0.01
Broccoli,"Tocopherol, gamma",4/1/2019,MG,0.17
Broccoli,"Tocotrienol, alpha",4/1/2019,MG,0.04
Broccoli,"Tocotrienol, beta",4/1/2019,MG,0
Broccoli,Niacin,4/1/2019,MG,0.639
Broccoli,Pantothenic acid,4/1/2019,MG,0.573
Broccoli,Vitamin B-6,4/1/2019,MG,0.175
Broccoli,Vitamin K (Dihydrophylloquinone),4/1/2019,UG,0
Broccoli,Fructose,4/1/2019,G,0.68
Broccoli,Lactose,4/1/2019,G,0.21
Broccoli,Protein,4/1/2019,G,2.82
Broccoli,Ash,4/1/2019,G,0.87
Broccoli,"Carotene, alpha",4/1/2019,UG,25
Broccoli,Galactose,4/1/2019,G,0
Broccoli,"Fiber, total dietary",4/1/2019,G,2.6
Broccoli,"Iron, Fe",4/1/2019,MG,0.73
Broccoli,"Magnesium, Mg",4/1/2019,MG,21
Broccoli,"Phosphorus, P",4/1/2019,MG,66
Broccoli,"Sodium, Na",4/1/2019,MG,33
Broccoli,"Copper, Cu",4/1/2019,MG,0.049
Broccoli,"Manganese, Mn",4/1/2019,MG,0.21
Broccoli,"Tocopherol, delta",4/1/2019,MG,0
Broccoli,"Tocotrienol, gamma",4/1/2019,MG,0
