Additional Descriptions,All Highlight Fields,Common Names,Data Type,Derivation Code,Derivation Description,Description,Document Index (generated),Fdc Id,Food Code,foodNutrients Index (generated),foods Index (generated),Ndb Number,Nutrient Id,Nutrient Name,Nutrient Number,Published Date,Scientific Name,Unit Name,Number of Records per result.json,Score,Value
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,11,29,11109,1128,"Tocotrienol, alpha",344,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.04
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,12,29,11109,1129,"Tocotrienol, beta",345,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,13,29,11109,1167,Niacin,406,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.234
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,14,29,11109,1170,Pantothenic acid,410,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.212
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,15,29,11109,1175,Vitamin B-6,415,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.124
,,,SR Legacy,,,Cabbage,1,169975,,16,29,11109,1180,"Choline, total",421,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,10.7
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,17,29,11109,1014,Maltose,214,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.01
,,,SR Legacy,JO,"Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13",Cabbage,1,169975,,18,29,11109,1051,Water,255,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,92.18
,,,SR Legacy,NC,Calculated,Cabbage,1,169975,,19,29,11109,2000,"Sugars, total including NLEA",269,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,3.2
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,20,29,11109,1087,"Calcium, Ca",301,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,40
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,21,29,11109,1092,"Potassium, K",306,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,170
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,22,29,11109,1095,"Zinc, Zn",309,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.18
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,23,29,11109,1099,"Fluoride, F",313,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,1
,,,SR Legacy,,,Cabbage,1,169975,,24,29,11109,1103,"Selenium, Se",317,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,0.3
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,25,29,11109,1109,Vitamin E (alpha-tocopherol),323,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.15
,,,SR Legacy,NC,Calculated,Cabbage,1,169975,,26,29,11109,1190,"Folate, DFE",435,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,43
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,27,29,11109,1198,Betaine,454,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.4
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,28,29,11109,1212,Isoleucine,503,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.03
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,29,29,11109,1213,Leucine,504,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.041
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,30,29,11109,1214,Lysine,505,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.044
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,31,29,11109,1216,Cystine,507,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.011
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,32,29,11109,1219,Valine,510,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.042
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,33,29,11109,1220,Arginine,511,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.075
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,34,29,11109,1221,Histidine,512,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.022
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,35,29,11109,1223,Aspartic acid,514,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.122
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,36,29,11109,1227,Serine,518,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.053
,,,SR Legacy,,,Cabbage,1,169975,,37,29,11109,1259,4:00,607,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,,,Cabbage,1,169975,,38,29,11109,1260,6:00,608,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,39,29,11109,1262,10:00,610,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,40,29,11109,1265,16:00,613,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.034
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,41,29,11109,1266,18:00,614,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,42,29,11109,1267,20:00,615,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,43,29,11109,1268,18:01,617,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.017
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,44,29,11109,1269,18:02,618,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.017
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,45,29,11109,1270,18:03,619,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,46,29,11109,1271,20:04,620,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,47,29,11109,1276,18:04,627,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,48,29,11109,1277,20:01,628,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,49,29,11109,1279,22:01,630,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,NC,Calculated,Cabbage,1,169975,,50,29,11109,1292,"Fatty acids, total monounsaturated",645,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.017
,,,SR Legacy,NC,Calculated,Cabbage,1,169975,,51,29,11109,1293,"Fatty acids, total polyunsaturated",646,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.017
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,52,29,11109,1299,15:00,652,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,53,29,11109,1313,"20:2 n-6 c,c",672,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,54,29,11109,1325,20:03,689,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,55,29,11109,1127,"Tocopherol, delta",343,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,56,29,11109,1130,"Tocotrienol, gamma",346,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,57,29,11109,1162,"Vitamin C, total ascorbic acid",401,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,36.6
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,58,29,11109,1165,Thiamin,404,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.061
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,59,29,11109,1166,Riboflavin,405,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.04
,,,SR Legacy,,,Cabbage,1,169975,,60,29,11109,1106,"Vitamin A, RAE",320,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,5
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,61,29,11109,1107,"Carotene, beta",321,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,42
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,62,29,11109,1108,"Carotene, alpha",322,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,33
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,63,29,11109,1120,"Cryptoxanthin, beta",334,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,64,29,11109,1003,Protein,203,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,1.28
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,65,29,11109,1007,Ash,207,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.64
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,66,29,11109,1009,Starch,209,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,67,29,11109,1012,Fructose,212,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,1.45
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,68,29,11109,1013,Lactose,213,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,,,Cabbage,1,169975,,69,29,11109,1018,"Alcohol, ethyl",221,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,NC,Calculated,Cabbage,1,169975,,70,29,11109,1062,Energy,268,4/1/2019,Brassica oleracea (Capitata Group),kJ,1,314.3931,103
,,,SR Legacy,,,Cabbage,1,169975,,71,29,11109,1079,"Fiber, total dietary",291,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,2.5
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,72,29,11109,1089,"Iron, Fe",303,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.47
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,73,29,11109,1090,"Magnesium, Mg",304,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,12
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,74,29,11109,1091,"Phosphorus, P",305,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,26
,,,SR Legacy,,,Cabbage,1,169975,,75,29,11109,1093,"Sodium, Na",307,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,18
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,76,29,11109,1098,"Copper, Cu",312,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.019
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cabbage,1,169975,,77,29,11109,1101,"Manganese, Mn",315,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0.16
,,,SR Legacy,,,Cabbage,1,169975,,78,29,11109,1104,"Vitamin A, IU",318,4/1/2019,Brassica oleracea (Capitata Group),IU,1,314.3931,98
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,79,29,11109,1184,Vitamin K (Dihydrophylloquinone),429,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,0
,,,SR Legacy,JO,"Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13",Cabbage,1,169975,,80,29,11109,1185,Vitamin K (phylloquinone),430,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,76
,,,SR Legacy,,,Cabbage,1,169975,,81,29,11109,1187,"Folate, food",432,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,43
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,82,29,11109,1210,Tryptophan,501,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.011
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,83,29,11109,1211,Threonine,502,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.035
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,84,29,11109,1215,Methionine,506,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.012
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,85,29,11109,1217,Phenylalanine,508,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.032
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,86,29,11109,1218,Tyrosine,509,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.019
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,87,29,11109,1222,Alanine,513,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.042
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,88,29,11109,1224,Glutamic acid,515,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.294
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,89,29,11109,1225,Glycine,516,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.03
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,90,29,11109,1226,Proline,517,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.048
,,,SR Legacy,,,Cabbage,1,169975,,91,29,11109,1177,"Folate, total",417,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,43
,,,SR Legacy,NC,Calculated,Cabbage,1,169975,,92,29,11109,1258,"Fatty acids, total saturated",606,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0.034
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,93,29,11109,1261,8:00,609,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,94,29,11109,1263,12:00,611,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,95,29,11109,1264,14:00,612,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,96,29,11109,1272,22:6 n-3 (DHA),621,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,97,29,11109,1273,22:00,624,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,98,29,11109,1274,14:01,625,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,99,29,11109,1275,16:01,626,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,100,29,11109,1278,20:5 n-3 (EPA),629,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,101,29,11109,1280,22:5 n-3 (DPA),631,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,,,Cabbage,1,169975,,102,29,11109,1283,Phytosterols,636,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,11
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,103,29,11109,1300,17:00,653,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,104,29,11109,1301,24:00:00,654,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,105,29,11109,1323,17:01,687,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,106,29,11109,1333,15:01,697,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,107,29,11109,1105,Retinol,319,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,108,29,11109,1257,"Fatty acids, total trans",605,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,109,29,11109,1253,Cholesterol,601,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,110,29,11109,1178,Vitamin B-12,418,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,111,29,11109,1057,Caffeine,262,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,112,29,11109,1058,Theobromine,263,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cabbage,1,169975,,113,29,11109,1122,Lycopene,337,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,114,29,11109,1075,Galactose,287,4/1/2019,Brassica oleracea (Capitata Group),G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,115,29,11109,1246,"Vitamin B-12, added",578,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,116,29,11109,1242,"Vitamin E, added",573,4/1/2019,Brassica oleracea (Capitata Group),MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cabbage,1,169975,,117,29,11109,1114,Vitamin D (D2 + D3),328,4/1/2019,Brassica oleracea (Capitata Group),UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,1,30,,1003,Protein,203,4/1/2020,,G,1,314.3931,1.32
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,2,30,,1004,Total lipid (fat),204,4/1/2020,,G,1,314.3931,0.09
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,3,30,,1005,"Carbohydrate, by difference",205,4/1/2020,,G,1,314.3931,3.33
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,4,30,,1008,Energy,208,4/1/2020,,KCAL,1,314.3931,16
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,5,30,,1018,"Alcohol, ethyl",221,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,6,30,,1051,Water,255,4/1/2020,,G,1,314.3931,94.12
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,7,30,,1057,Caffeine,262,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,8,30,,1058,Theobromine,263,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,9,30,,2000,"Sugars, total including NLEA",269,4/1/2020,,G,1,314.3931,1.15
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,10,30,,1079,"Fiber, total dietary",291,4/1/2020,,G,1,314.3931,2.2
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,11,30,,1087,"Calcium, Ca",301,4/1/2020,,MG,1,314.3931,164
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,12,30,,1089,"Iron, Fe",303,4/1/2020,,MG,1,314.3931,0.59
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,13,30,,1090,"Magnesium, Mg",304,4/1/2020,,MG,1,314.3931,52
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,14,30,,1091,"Phosphorus, P",305,4/1/2020,,MG,1,314.3931,16
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,15,30,,1092,"Potassium, K",306,4/1/2020,,MG,1,314.3931,257
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,16,30,,1093,"Sodium, Na",307,4/1/2020,,MG,1,314.3931,21
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,17,30,,1095,"Zinc, Zn",309,4/1/2020,,MG,1,314.3931,0.25
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,18,30,,1098,"Copper, Cu",312,4/1/2020,,MG,1,314.3931,0.052
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,19,30,,1103,"Selenium, Se",317,4/1/2020,,UG,1,314.3931,0.7
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,20,30,,1105,Retinol,319,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,21,30,,1106,"Vitamin A, RAE",320,4/1/2020,,UG,1,314.3931,23
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,22,30,,1107,"Carotene, beta",321,4/1/2020,,UG,1,314.3931,250
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,23,30,,1108,"Carotene, alpha",322,4/1/2020,,UG,1,314.3931,48
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,24,30,,1109,Vitamin E (alpha-tocopherol),323,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,25,30,,1114,Vitamin D (D2 + D3),328,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,26,30,,1120,"Cryptoxanthin, beta",334,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,27,30,,1122,Lycopene,337,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,28,30,,1123,Lutein + zeaxanthin,338,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,29,30,,1162,"Vitamin C, total ascorbic acid",401,4/1/2020,,MG,1,314.3931,9.3
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,30,30,,1165,Thiamin,404,4/1/2020,,MG,1,314.3931,0.012
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,31,30,,1166,Riboflavin,405,4/1/2020,,MG,1,314.3931,0.041
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,32,30,,1167,Niacin,406,4/1/2020,,MG,1,314.3931,0.41
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,33,30,,1175,Vitamin B-6,415,4/1/2020,,MG,1,314.3931,0.07
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,34,30,,1177,"Folate, total",417,4/1/2020,,UG,1,314.3931,3
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,35,30,,1178,Vitamin B-12,418,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,36,30,,1180,"Choline, total",421,4/1/2020,,MG,1,314.3931,7.3
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,37,30,,1185,Vitamin K (phylloquinone),430,4/1/2020,,UG,1,314.3931,5.3
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,38,30,,1186,Folic acid,431,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,39,30,,1187,"Folate, food",432,4/1/2020,,UG,1,314.3931,3
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,40,30,,1190,"Folate, DFE",435,4/1/2020,,UG,1,314.3931,3
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,41,30,,1242,"Vitamin E, added",573,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,42,30,,1246,"Vitamin B-12, added",578,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,43,30,,1253,Cholesterol,601,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,44,30,,1258,"Fatty acids, total saturated",606,4/1/2020,,G,1,314.3931,0.016
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,45,30,,1259,4:00,607,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,46,30,,1260,6:00,608,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,47,30,,1261,8:00,609,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,48,30,,1262,10:00,610,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,49,30,,1263,12:00,611,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,50,30,,1264,14:00,612,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,51,30,,1265,16:00,613,4/1/2020,,G,1,314.3931,0.012
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,52,30,,1266,18:00,614,4/1/2020,,G,1,314.3931,0.002
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,53,30,,1268,18:01,617,4/1/2020,,G,1,314.3931,0.017
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,54,30,,1269,18:02,618,4/1/2020,,G,1,314.3931,0.044
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,55,30,,1270,18:03,619,4/1/2020,,G,1,314.3931,0.005
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,56,30,,1271,20:04,620,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,57,30,,1272,22:6 n-3 (DHA),621,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,58,30,,1275,16:01,626,4/1/2020,,G,1,314.3931,0.002
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,59,30,,1276,18:04,627,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,60,30,,1277,20:01,628,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,61,30,,1278,20:5 n-3 (EPA),629,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,62,30,,1279,22:01,630,4/1/2020,,G,1,314.3931,0
